United States,CO,Highlands Ranch,AMC Highlands Ranch 24 & IMAX,1.90:1,IMAX CoLa,1.90:1,,17.50m×10.60m,Yes
United States,CO,Loveland,Metrolux 12 & IMAX,1.90:1,IMAX CoLa,1.90:1,,,Yes
United States,CT,Milford,Cinemark Connecticut Post 14 & IMAX,1.90:1,IMAX CoLa,1.90:1,,18.20m×10.10m,Yes
United States,DC,Washington,AMC Georgetown 14 & IMAX,1.90:1,IMAX CoLa,1.90:1,,13.70m×7.00m,Yes
United States,DC,Washington,"Lockheed Martin IMAX, National Air & Space Museum",1.43:1,IMAX GT Laser,1.43:1,,23.00m×14.00m,
United States,FL,Altamonte Springs,AMC Altamonte Mall 18 & IMAX,1.90:1,IMAX CoLa,1.90:1,,15.80m×8.70m,Yes
United States,FL,Aventura,AMC Aventura 24 & IMAX,1.90:1,IMAX CoLa,1.90:1,,16.90m×9.30m,Yes
United States,FL,Delray Beach,Paragon Theaters Delray + IMAX,1.90:1,IMAX CoLa,1.90:1,,25.90m×16.80m,Yes
United States,FL,Fort Myers,Regal Gulf Coast & IMAX,1.90:1,IMAX CoLa,1.90:1,,16.30m×9.70m,Yes
United States,FL,Miami,CMX Dolphin 19 & IMAX,1.90:1,IMAX CoLa,1.90:1,,16.20m×8.20m,Yes
United States,FL,Miami,Regal Kendall Village & IMAX,1.90:1,IMAX CoLa,1.90:1,,16.30m×9.50m,Yes
United States,FL,Naples,Regal Naples & IMAX,1.90:1,IMAX CoLa,1.90:1,,,Yes
United States,FL,Pembroke Pines,AMC Pembroke Lakes 9 & IMAX,1.90:1,IMAX CoLa,1.90:1,,18.40m×10.30m,Yes
United States,FL,Tampa,AMC Veterans 24 & IMAX,1.90:1,IMAX CoLa,1.90:1,,16.60m×9.80m,Yes
United States,FL,Kennedy Space Center,"IMAX, Kennedy Space Center 2",1.43:1,IMAX CoLa,1.90:1,,21.30m×15.90m,No
United States,FL,Fort Lauderdale,"Autonation IMAX, Museum of Discovery & Science",1.43:1,IMAX GT Laser,1.43:1,IMAX GT3D 15/70 mm,24.40m×18.30m,Yes
United States,FL,Kennedy Space Center,"IMAX, Kennedy Space Center 1",1.43:1,,,IMAX GT3D 15/70 mm,21.30m×15.90m,No
United States,GA,Alpharetta,AMC North Point Mall 12 & IMAX,1.90:1,IMAX CoLa,1.90:1,,16.30m×9.10m,Yes
United States,GA,Atlanta,Regal Atlantic Station & IMAX,1.90:1,IMAX CoLa,1.90:1,,17.20m×9.70m,Yes
United States,GA,Kennesaw,AMC Barrett Commons 24 & IMAX,1.90:1,IMAX CoLa,1.90:1,,16.50m×9.40m,Yes
United States,GA,Morrow,AMC Southlake Pavilion 24 & IMAX,1.90:1,IMAX CoLa,1.90:1,,17.80m×9.90m,Yes
United States,GA,Pooler,Royal Cinemas & IMAX,1.43:1,IMAX GT Laser,1.43:1,,"30.8 m × 23.2 m
101 ft × 76.2 ft 720 m
7,696.2 sq ft",Yes
United States,GA,Buford,Regal Mall of Georgia & IMAX,1.43:1,IMAX CoLa,1.90:1,IMAX GT3D 15/70 mm,24.80m×18.10m,Yes
United States,IA,Waukee,The Palms Theatre & IMAX,1.90:1,IMAX GT Laser,1.90:1,,"28.11 m × 14.83 m
92.2 ft × 48.7 ft 420 m
4,500 sq ft",Yes
United States,IL,Chicago,Regal City North & IMAX,1.90:1,IMAX CoLa,1.90:1,,15.5m x 9m 50.7ft x 27.9ft,Yes
United States,IN,Indianapolis,"IMAX, Indiana State Museum",1.43:1,IMAX Digital,1.90:1,IMAX GT3D 15/70 mm,25.60m×19.20m,Yes
United States,LA,Shreveport,The Goodman IMAX Dome,Dome 1.43:1,IMAX Laser for Dome,Dome 1.43:1,,18.30m,
Peru,Lima,Lima,Cinepolis Larcomar & IMAX,1.90:1,IMAX CoLa,1.90:1,,,
United States,MA,Methuen,AMC Methuen 20 & IMAX,1.90:1,IMAX CoLa,1.90:1,,16.40m×9.40m,Yes
United States,MA,Somerville,AMC Assembly Row 12 & IMAX,1.90:1,IMAX CoLa,1.90:1,,16.80m×9.40m,Yes
United States,MA,Boston,"Mugar Omni, Museum of Science",Dome 1.43:1,IMAX Laser for Dome,Dome 1.43:1,,23.20m,
United States,MA,Reading,Sunbrella IMAX 3D Theater Reading,1.43:1,IMAX GT Laser,1.43:1,,25.70m×20.00m,Yes
United States,MD,Columbia,AMC Columbia 14 & IMAX,1.90:1,IMAX CoLa,1.90:1,,15.90m×7.30m,Yes
United States,MD,Frederick,Regal Westview & IMAX,1.90:1,IMAX CoLa,1.90:1,,14.30m×7.70m,Yes
United States,MD,Gaithersburg,AMC Rio Cinemas 18 & IMAX,1.90:1,IMAX CoLa,1.90:1,,13.70m×8.20m,Yes
United States,MD,Nottingham,AMC White Marsh 16 & IMAX,1.90:1,IMAX CoLa,1.90:1,,16.20m×8.50m,Yes
Mexico,Mexico City,Mexico City,Cinemex Antara & IMAX,1.90:1,IMAX CoLa,1.90:1,,,Yes
United States,MI,Southgate,MJR Southgate & IMAX,1.90:1,IMAX Laser XT,1.90:1,,,Yes
United States,MI,Detroit,"Chrysler IMAX Dome Theatre, Michigan Science Center",Dome 1.43:1,,,IMAX GT Dome 15/70 mm,20.60m,
United States,MI,Grand Rapids,Celebration! Cinema Grand Rapids North & IMAX,1.43:1,IMAX Digital,1.90:1,IMAX SR 15/70 mm,21.30m×16.10m,Yes
United States,MN,Roseville,AMC Rosedale 14 & IMAX,1.90:1,IMAX CoLa,1.90:1,,15.70m×8.80m,Yes
United States,MN,St. Paul,Omnitheater Science Museum of Minnesota,Dome 1.43:1,IMAX Laser for Dome,Dome 1.43:1,,27.40m,
United States,MO,Kansas City,AMC Barry Woods 24 & IMAX,1.90:1,IMAX CoLa,1.90:1,,17.70m×10.10m,Yes
United States,MO,Branson,Branson's IMAX - Entertainment Complex,1.43:1,IMAX GT Laser,1.43:1,,25.60m×19.00m,Yes
United States,MO,St. Louis,"OMNIMAX, St. Louis Science Center",Dome 1.43:1,IMAX Laser for Dome,Dome 1.43:1,,24.10m,
United States,NC,Concord,AMC Concord Mills 24 & IMAX,1.90:1,IMAX CoLa,1.90:1,,14.70m×8.20m,Yes
United States,NC,Durham,AMC Southpoint 17 & IMAX,1.90:1,IMAX CoLa,1.90:1,,19.10m×10.50m,Yes
United States,NC,Fayetteville,AMC Fayetteville 14 & IMAX,1.90:1,IMAX CoLa,1.90:1,,20.10m×10.90m,Yes
United States,NC,High Point,Regal Palladium & IMAX,1.90:1,IMAX CoLa,1.90:1,,15.20m×9.10m,Yes
United States,NC,Charlotte,Accenture IMAX Dome Theatre at Discovery Place,Dome 1.43:1,IMAX Laser for Dome,Dome 1.43:1,,24.10m,
Bahamas,New Providence,Nassau,Fusion Superplex & IMAX,1.43:1,IMAX GT Laser,1.43:1,,"24.4 m × 16.8 m
80.0 ft × 55.0 ft 410 m
4,400 sq ft [288]",Yes
United States,NJ,Cherry Hill,AMC Cherry Hill 24 & IMAX,1.90:1,IMAX CoLa,1.90:1,,16.50m×8.50m,Yes
United States,NJ,Clifton,AMC Clifton Commons 16 & IMAX,1.90:1,IMAX CoLa,1.90:1,,13.70m×7.30m,Yes
United States,NJ,New Brunswick,AMC New Brunswick 18 & IMAX,1.90:1,IMAX CoLa,1.90:1,,17.80m×9.70m,Yes
United States,NJ,Paramus,AMC Garden State 16 & IMAX,1.90:1,IMAX CoLa,1.90:1,,19.40m×11.40m,Yes
United States,NJ,Rockaway,AMC Rockaway 16 & IMAX,1.90:1,IMAX CoLa,1.90:1,,16.50m×9.20m,Yes
Canada,NS,Halifax,Scotiabank Halifax & IMAX,1.43:1,IMAX Digital,1.90:1,IMAX SR 15/70 mm,21.79m×16.09m,
Mexico,Nuevo León,Monterrey,Mega Pantalla IMAX Papalote Monterrey,1.43:1,IMAX GT Laser,1.43:1,,21.00m×16.00m,
United States,NV,Las Vegas,AMC Town Square 18 & IMAX,1.90:1,IMAX CoLa,1.90:1,,20.10m×11.30m,Yes
United States,NV,North Las Vegas,Regal Aliante & IMAX,1.90:1,IMAX CoLa,1.90:1,,15.50m×10.10m,Yes
United States,NY,Deer Park,Regal Deer Park & IMAX,1.90:1,IMAX CoLa,1.90:1,,15.20m×9.50m,Yes
United States,NY,New York,AMC 34th Street 14 & IMAX,1.90:1,IMAX CoLa,1.90:1,,16.50m×9.20m,Yes
United States,NY,New York,AMC Empire 25 & IMAX,1.90:1,IMAX CoLa,1.90:1,,17.70m×8.50m,Yes
United States,NY,New York,AMC Kips Bay 15 & IMAX,1.90:1,IMAX CoLa,1.90:1,,18.30m×8.40m,Yes
United States,NY,Staten Island,AMC Staten Island 11 & IMAX,1.90:1,IMAX CoLa,1.90:1,,16.80m×9.40m,Yes
United States,NY,Stony Brook,AMC Stony Brook 17 & IMAX,1.90:1,IMAX CoLa,1.90:1,,15.90m×8.50m,Yes
United States,NY,Fresh Meadows,AMC Fresh Meadows 7 & IMAX,,IMAX CoLa,1.90:1,,,Yes
United States,NY,New Rochelle,Regal New Roc & IMAX,1.43:1,IMAX CoLa,1.90:1,,24.80m×18.10m,Yes
United States,NY,New York,AMC Lincoln Square 13 & IMAX,1.43:1,IMAX GT Laser,1.43:1,IMAX GT3D 15/70 mm,30.78 m × 23.04 m 101 ft × 75.6 ft,Yes
United States,OH,Columbus,Lennox Town Center & IMAX,1.90:1,IMAX CoLa,1.90:1,,17.70m×9.20m,Yes
United States,OH,Cincinnati,Robert D. Lindner Family OMNIMAX® Theater,Dome 1.43:1,IMAX Laser for Dome,Dome 1.43:1,,22.00m,
United States,OK,Moore,Regal Warren Moore & IMAX,1.43:1,IMAX CoLa,1.90:1,,24.40m×18.30m,Yes
Canada,ON,Ancaster,SilverCity Ancaster Cinemas & IMAX,1.90:1,IMAX CoLa,1.90:1,,,Yes
Canada,ON,Kanata,Landmark Cinemas 24 Kanata & IMAX,1.90:1,IMAX CoLa,1.90:1,,,Yes
Canada,ON,Mississauga,Cineplex Cinemas Mississauga & IMAX,1.43:1,IMAX Digital,1.90:1,IMAX SR 15/70 mm,21.48m×16.09m,Yes
Canada,ON,Sudbury,"La Salle IMAX, Science North",1.43:1,IMAX GT Laser,1.43:1,,22.10m×16.30m,
Canada,ON,Toronto,Cinesphere & IMAX,1.43:1,IMAX GT Laser,1.43:1,IMAX GT3D 15/70 mm,24.38m×18.28m,
Canada,ON,Toronto,"Shoppers Drug Mart OMNIMAX, Ontario Science Centre",Dome 1.43:1,,,IMAX GT Dome 15/70 mm,23.98m,
Canada,ON,Toronto,Scotiabank Toronto & IMAX,1.43:1,IMAX GT Laser,1.43:1,,23.77m×18.28m,Yes
Canada,ON,Vaughan,Cineplex Cinemas Vaughan & IMAX,1.43:1,IMAX Digital,1.90:1,IMAX SR 15/70 mm,21.79m×16.12m,Yes
Canada,ON,Waterloo,Landmark Waterloo & IMAX,1.90:1,IMAX Laser XT,1.90:1,,,Yes
Canada,ON,Whitby,Landmark Cinemas 24 Whitby & IMAX,1.90:1,IMAX CoLa,1.90:1,,,
Aruba,Oranjestad West,Eagle Beach,The Movies IMAX @ Glória,1.90:1,IMAX CoLa,1.90:1,,"22.0 m × 13.0 m
72.2 ft × 42.7 ft 286 m
3,080 sq ft",Yes
United States,PA,Bensalem,AMC Neshaminy 24 & IMAX,1.90:1,IMAX CoLa,1.90:1,,18.30m×9.80m,Yes
United States,PA,Warrington,Regal Warrington Crossing & IMAX,1.90:1,IMAX CoLa,1.90:1,,15.80m×8.20m,Yes
United States,PA,West Homestead,AMC Waterfront 22 & IMAX,1.90:1,IMAX CoLa,1.90:1,,15.30m×8.50m,Yes
United States,PA,King of Prussia,Regal UA King of Prussia & IMAX,1.43:1,IMAX CoLa,1.90:1,IMAX 15/70 mm,22.30m×15.90m,Yes
Ecuador,Pichincha,Quito,Supercines Riocentro Quito & IMAX,1.90:1,IMAX CoLa,1.90:1,,23.60m×13.40m,
Canada,QC,Gatineau,Canadian Museum of History IMAX Dome,Dome 1.43:1,,,IMAX GT Dome 15/70 mm,23.00m,No
Canada,QC,Montreal,IMAX Telus Montreal Science Centre,1.43:1,IMAX GT Laser,1.43:1,,27.73m×21.33m,No
United States,RI,Providence,Providence Place Cinemas 16 and IMAX,1.43:1,IMAX Digital,1.90:1,IMAX GT3D 15/70 mm,24.70m×18.60m,Yes
Canada,SK,Regina,"Kramer IMAX, Saskatchewan Science Centre",1.43:1,IMAX GT Laser,1.43:1,IMAX SR 15/70 mm,21.94m×15.84m,Yes
Brazil,Southeast,São Paulo,Cinépolis Iguatemi & IMAX,1.90:1,IMAX CoLa,1.90:1,,19.10m×10.60m,Yes
Country,State,City,Location Name,Screen Aspect Ratio (AR),Digital Projector,Maximum AR for digital projection,Film Projector,Screen dimensions,Commercial films shown?
United States,TN,Franklin,AMC Thoroughbred 20 & IMAX,1.90:1,IMAX CoLa,1.90:1,,21.10m×11.60m,Yes
United States,TN,Knoxville,Regal Pinnacle & IMAX,1.90:1,IMAX CoLa,1.90:1,,18.60m×11.20m,Yes
United States,TN,Chattanooga,"IMAX 3D, Tennessee Aquarium",1.43:1,IMAX GT Laser,1.43:1,,26.60m×21.00m,Yes
United States,TN,Nashville,Regal Opry Mills & IMAX,1.43:1,IMAX CoLa,1.90:1,IMAX GT3D 15/70 mm,27.40m×20.0m,Yes
United States,TX,Austin,Regal Gateway & IMAX,1.90:1,IMAX CoLa,1.90:1,,15.20m×9.00m,Yes
United States,TX,Dallas,AMC Northpark 15 & IMAX,1.90:1,IMAX CoLa,1.90:1,,20.00m×11.10m,Yes
United States,TX,Edinburg,AMC Edinburg 18 & IMAX,1.90:1,IMAX CoLa,1.90:1,,"23.0 m × 0 m
75.5 ft × 0.00 ft",Yes
United States,TX,Frisco,AMC Stonebriar 24 & IMAX,1.90:1,IMAX CoLa,1.90:1,,15.90m×8.80m,Yes
United States,TX,Houston,AMC Willowbrook 24 & IMAX,1.90:1,IMAX CoLa,1.90:1,,17.10m×9.50m,Yes
United States,TX,Shenandoah,AMC Metropark 10 & IMAX,1.90:1,IMAX CoLa,1.90:1,,16.00m×10.00m,Yes
United States,TX,Houston,Regal Edwards Houston Marq*E & IMAX,1.43:1,IMAX CoLa,1.90:1,,22.90m×17.40m,Yes
United States,TX,Austin,"IMAX, The Bullock Texas State History Museum",1.43:1,IMAX GT Laser,1.43:1,,25.10m×19.00m,Yes
United States,TX,San Antonio,AMC Rivercenter 11 & IMAX (Auditorium 10),1.43:1,IMAX Digital,1.90:1,,21.30m×16.10m,Yes
United States,TX,Dallas,Cinemark Dallas & IMAX,1.43:1,IMAX Digital,1.90:1,IMAX SR 15/70 mm,21.60m×16.10m,Yes
United States,TX,San Antonio,AMC Rivercenter 11 & IMAX (Auditorium 11),1.43:1,IMAX Digital,1.90:1,IMAX 15/70 mm,25.90m×18.90m,Yes
United States,VA,Alexandria,AMC Hoffman 22,1.90:1,IMAX CoLa,1.90:1,,"15.5 m × 8.5 m
51.0 ft × 28.0 ft",Yes
United States,VA,Ashburn,Regal Fox & IMAX,1.90:1,IMAX CoLa,1.90:1,,16.80m×9.50m,Yes
United States,VA,McLean,AMC Tysons Corner 16 & IMAX,1.90:1,IMAX CoLa,1.90:1,,19.80m×12.20m,Yes
United States,VA,Virginia Beach,AMC Lynnhaven 18 & IMAX,1.90:1,IMAX CoLa,1.90:1,,15.80m×9.10m,Yes
United States,VA,Woodbridge,AMC Potomac Mills 18 & IMAX,1.90:1,IMAX CoLa,1.90:1,,16.00m×9.00m,Yes
United States,VA,Chantilly,"Airbus IMAX, Steven F. Udvar-Hazy Center",1.43:1,IMAX GT Laser,1.43:1,,26.10m×19.00m,Yes
United States,WA,Kent,AMC Kent Station 14 & IMAX,1.90:1,IMAX CoLa,1.90:1,,15.70m×8.80m,Yes
United States,WA,Lynnwood,AMC Alderwood Mall 16 & IMAX,1.90:1,IMAX CoLa,1.90:1,,19.20m×10.70m,Yes
United States,WA,Tukwila,AMC Southcenter 16 & IMAX,1.90:1,IMAX CoLa,1.90:1,,15.80m×8.70m,Yes
United States,WA,Seattle,"Boeing IMAX, Pacific Science Center",1.43:1,IMAX GT Laser,1.43:1,,24.40m×18.10m,Yes
